instance,num_colors,time,pr_solutions
anna.col,11,3343,10
david.col,11,999,10
games120.col,9,5775,10
huck.col,11,622,10
jean.col,10,807,10
miles1000.col,42,14820,10
miles1500.col,73,21271,10
miles250.col,8,3122,10
miles500.col,20,8326,10
miles750.col,32,11656,10
