instance,num_colors,time,GIter,CIter,CSize
miles250.col,8,646,25,25,6
miles250.col,8,595,25,25,9
miles500.col,20,91,5,5,3
miles500.col,21,109,5,5,6
miles500.col,21,102,5,5,9
miles500.col,20,278,5,15,3
miles500.col,21,237,5,15,6
miles500.col,20,233,5,15,9
miles500.col,21,416,5,25,3
miles500.col,20,390,5,25,6
miles500.col,21,417,5,25,9
miles500.col,20,200,15,5,3
miles500.col,20,196,15,5,6
miles500.col,20,192,15,5,9
miles500.col,20,592,15,15,3
miles500.col,20,567,15,15,6
miles500.col,20,547,15,15,9
miles500.col,20,986,15,25,3
miles500.col,20,941,15,25,6
miles500.col,20,899,15,25,9
miles500.col,20,368,25,5,3
miles500.col,20,339,25,5,6
miles500.col,20,332,25,5,9
miles500.col,20,1077,25,15,3
miles500.col,20,1001,25,15,6
miles500.col,20,937,25,15,9
miles500.col,20,1658,25,25,3
miles500.col,20,1547,25,25,6
miles500.col,20,1511,25,25,9
miles750.col,32,135,5,5,3
miles750.col,32,152,5,5,6
miles750.col,32,143,5,5,9
miles750.col,32,405,5,15,3
miles750.col,32,388,5,15,6
miles750.col,32,378,5,15,9
miles750.col,32,651,5,25,3
miles750.col,32,683,5,25,6
miles750.col,32,615,5,25,9
miles750.col,31,317,15,5,3
miles750.col,32,329,15,5,6
miles750.col,32,309,15,5,9
miles750.col,32,909,15,15,3
miles750.col,32,906,15,15,6
miles750.col,31,905,15,15,9
miles750.col,32,1520,15,25,3
miles750.col,31,1483,15,25,6
miles750.col,31,1486,15,25,9
miles750.col,32,575,25,5,3
miles750.col,32,550,25,5,6
miles750.col,32,535,25,5,9
miles750.col,32,1552,25,15,3
miles750.col,32,1576,25,15,6
miles750.col,31,1508,25,15,9
miles750.col,32,2572,25,25,3
miles750.col,31,2551,25,25,6
miles750.col,32,2514,25,25,9
